dataset,cluster,Ground_Truth,variant,rank,gene,is_regex_noise,is_any_noise,is_low_gini,is_canonical_marker
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,29,TPM4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,30,CAP1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,31,CIB1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,32,PSME2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,33,IL2RG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,34,FLT3LG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,35,S100A4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,36,CYBA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,37,PGK1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,38,RAC2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,39,ZYX,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,40,ANXA2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,41,ARPC1B,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,42,ITGB7,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,43,ENO1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,44,OSTF1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,45,ACTN4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,46,PDE4D,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,47,ALOX5AP,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,48,IFITM2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,49,CD82,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,filter_only,50,COPE,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,1,CAPG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,2,MYL12B,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,3,MYL12A,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,4,CFL1,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,5,LCP1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,6,S100A11,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,7,LAPTM5,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,8,VIM,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,9,BHLHE40,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,10,MSN,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,11,MYL6,False,True,True,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,12,ANXA1,False,False,False,True
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,13,CD6,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,14,MCL1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,15,CAPZB,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,16,CD99,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,17,CORO1A,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,18,MYH9,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,19,PSME1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,20,GZMA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,21,COTL1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,22,CD52,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,23,ARPC3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,24,ARPC2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,25,CLIC1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,26,ADGRE5,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,27,GUK1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,28,RARRES3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,29,TPM4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,30,CAP1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,31,CIB1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,32,PSME2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,33,IL2RG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,34,FLT3LG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,35,S100A4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,36,CYBA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,37,PGK1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,38,RAC2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,39,ZYX,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,40,ANXA2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,41,ARPC1B,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,42,ITGB7,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,43,ENO1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,44,OSTF1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,45,ACTN4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,46,PDE4D,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,47,ALOX5AP,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,48,IFITM2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,49,CD82,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,regex_mask,50,COPE,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,1,CAPG,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,2,VIM,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,3,ANXA1,False,False,False,True
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,4,CORO1A,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,5,GZMA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,6,COTL1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,7,ARPC2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,8,TPM4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,9,PSME2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,10,S100A4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,11,ANXA2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,12,ARPC1B,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,13,ENO1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,14,CNN2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,15,WDR1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,16,S100A6,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,17,STAT1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,18,ABRACL,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,19,KLRB1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,20,YWHAQ,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,21,CRIP1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,22,ARPC5,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,23,HOPX,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,24,LGALS3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,25,CD3D,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,26,CLEC2B,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,27,ATP5G3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,28,CTSH,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,29,CCL5,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,30,RBM3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,31,UBE2L3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,32,LDLRAD4,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,33,CTSL,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,34,PPP1CA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,35,AQP3,False,False,False,True
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,36,FLNA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,37,ATP5C1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,38,GPI,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,39,ID2,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,40,LDHA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,41,CXCR6,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,42,CD3G,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,43,LMNA,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,44,CXCR3,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,45,TIMP1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,46,PGAM1,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,47,PPIB,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,48,KIAA0319L,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,49,ANXA5,False,False,False,False
CD4,CD4.c10.Tm.CAPG,CD4_Tm.EffMem,full_core,50,C11orf31,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,1,CCL5,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,2,GZMA,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,3,SH3BGRL3,False,True,True,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,4,CCL4,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,5,CD52,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,6,TMSB4X,False,True,True,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,7,HCST,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,8,GZMH,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,9,CD99,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,10,CST7,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,11,ANXA1,False,False,False,True
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,12,HOPX,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,13,ALOX5AP,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,14,IFITM2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,15,S100A4,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,16,CRIP1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,17,CXCR6,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,18,CLIC1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,19,LSP1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,20,RARRES3,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,21,CD63,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,22,CTSD,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,23,CFL1,False,True,True,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,24,S100A10,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,25,MYL12A,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,26,CD6,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,27,CORO1A,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,28,CAPG,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,29,BHLHE40,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,30,CKLF,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,31,ACTB,False,True,True,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,32,GZMB,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,33,S100A6,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,34,APOBEC3G,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,35,GLUL,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,36,MYL12B,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,37,GLIPR2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,38,ANXA2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,39,SCML4,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,40,B2M,False,True,True,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,41,GZMK,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,42,ID2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,43,VIM,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,44,PDCD1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,45,ERN1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,46,ARPC3,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,47,ITGB2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,48,PRF1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,49,S100A11,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,standard,50,PSME1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,1,CCL5,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,2,GZMA,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,3,CCL4,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,4,CD52,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,5,HCST,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,6,GZMH,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,7,CD99,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,8,CST7,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,9,ANXA1,False,False,False,True
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,10,HOPX,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,11,ALOX5AP,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,12,IFITM2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,13,S100A4,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,14,CRIP1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,15,CXCR6,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,16,CLIC1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,17,LSP1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,18,RARRES3,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,19,CD63,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,20,CTSD,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,21,S100A10,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,22,MYL12A,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,23,CD6,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,24,CORO1A,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,25,CAPG,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,26,BHLHE40,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,27,CKLF,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,28,GZMB,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,29,S100A6,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,30,APOBEC3G,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,31,GLUL,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,32,MYL12B,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,33,GLIPR2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,34,ANXA2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,35,SCML4,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,36,GZMK,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,37,ID2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,38,VIM,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,39,PDCD1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,40,ERN1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,41,ARPC3,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,42,ITGB2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,43,PRF1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,44,S100A11,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,45,PSME1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,46,LY6E,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,47,TSPO,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,48,EVL,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,49,TGFBR2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,filter_only,50,LGALS1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,1,CCL5,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,2,GZMA,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,3,CCL4,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,4,CD52,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,5,HCST,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,6,GZMH,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,7,CD99,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,8,CST7,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,9,ANXA1,False,False,False,True
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,10,HOPX,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,11,ALOX5AP,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,12,IFITM2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,13,S100A4,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,14,CRIP1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,15,CXCR6,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,16,CLIC1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,17,LSP1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,18,RARRES3,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,19,CD63,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,20,CTSD,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,21,S100A10,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,22,MYL12A,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,23,CD6,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,24,CORO1A,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,25,CAPG,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,26,BHLHE40,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,27,CKLF,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,28,GZMB,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,29,S100A6,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,30,APOBEC3G,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,31,GLUL,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,32,MYL12B,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,33,GLIPR2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,34,ANXA2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,35,SCML4,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,36,GZMK,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,37,ID2,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,38,VIM,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,39,PDCD1,False,False,False,False
CD4,CD4.c11.Tm.GZMA,CD4_Tm.EffMem,regex_mask,40,ERN1,False,False,False,False
